(1, 3) (1, 10) (1, 21) (1, 35) (5, 1) (16, 1) (26, 1) (29, 1) (2, 8) (2, 13) (2, 25) (2, 36) (7, 2) (18, 2) (23, 2) (28, 2) (3, 4) (3, 16) (3, 19) (3, 32) (1, 3) (11, 3) (21, 3) (36, 3) (4, 5) (4, 15) (4, 26) (4, 34) (3, 4) (17, 4) (22, 4) (35, 4) (5, 1) (5, 17) (5, 23) (5, 30) (4, 5) (12, 5) (24, 5) (34, 5) (6, 9) (6, 11) (6, 27) (6, 29) (8, 6) (14, 6) (19, 6) (30, 6) (7, 2) (7, 18) (7, 24) (7, 33) (9, 7) (13, 7) (25, 7) (31, 7) (8, 6) (8, 12) (8, 22) (8, 28) (2, 8) (15, 8) (20, 8) (33, 8) (9, 7) (9, 14) (9, 20) (9, 31) (6, 9) (10, 9) (27, 9) (32, 9) (10, 9) (10, 13) (10, 27) (10, 35) (1, 10) (12, 10) (22, 10) (28, 10) (11, 3) (11, 12) (11, 20) (11, 29) (6, 11) (14, 11) (23, 11) (30, 11) (12, 5) (12, 10) (12, 19) (12, 33) (8, 12) (11, 12) (26, 12) (35, 12) (13, 7) (13, 15) (13, 23) (13, 28) (2, 13) (10, 13) (24, 13) (33, 13) (14, 6) (14, 11) (14, 25) (14, 31) (9, 14) (18, 14) (21, 14) (34, 14) (15, 8) (15, 16) (15, 22) (15, 34) (4, 15) (13, 15) (20, 15) (32, 15) (16, 1) (16, 17) (16, 24) (16, 36) (3, 16) (15, 16) (25, 16) (31, 16) (17, 4) (17, 18) (17, 26) (17, 32) (5, 17) (16, 17) (19, 17) (29, 17) (18, 2) (18, 14) (18, 21) (18, 30) (7, 18) (17, 18) (27, 18) (36, 18) (19, 6) (19, 17) (19, 25) (19, 33) (3, 19) (12, 19) (26, 19) (36, 19) (20, 8) (20, 15) (20, 27) (20, 30) (9, 20) (11, 20) (22, 20) (32, 20) (21, 3) (21, 14) (21, 26) (21, 31) (1, 21) (18, 21) (27, 21) (28, 21) (22, 4) (22, 10) (22, 20) (22, 32) (8, 22) (15, 22) (24, 22) (33, 22) (23, 2) (23, 11) (23, 24) (23, 36) (5, 23) (13, 23) (25, 23) (30, 23) (24, 5) (24, 13) (24, 22) (24, 34) (7, 24) (16, 24) (23, 24) (35, 24) (25, 7) (25, 16) (25, 23) (25, 29) (2, 25) (14, 25) (19, 25) (34, 25) (26, 1) (26, 12) (26, 19) (26, 35) (4, 26) (17, 26) (21, 26) (31, 26) (27, 9) (27, 18) (27, 21) (27, 28) (6, 27) (10, 27) (20, 27) (29, 27) (28, 2) (28, 10) (28, 21) (28, 31) (8, 28) (13, 28) (27, 28) (29, 28) (29, 1) (29, 17) (29, 27) (29, 28) (6, 29) (11, 29) (25, 29) (30, 29) (30, 6) (30, 11) (30, 23) (30, 29) (5, 30) (18, 30) (20, 30) (36, 30) (31, 7) (31, 16) (31, 26) (31, 33) (9, 31) (14, 31) (21, 31) (28, 31) (32, 9) (32, 15) (32, 20) (32, 36) (3, 32) (17, 32) (22, 32) (34, 32) (33, 8) (33, 13) (33, 22) (33, 35) (7, 33) (12, 33) (19, 33) (31, 33) (34, 5) (34, 14) (34, 25) (34, 32) (4, 34) (15, 34) (24, 34) (35, 34) (35, 4) (35, 12) (35, 24) (35, 34) (1, 35) (10, 35) (26, 35) (33, 35) (36, 3) (36, 18) (36, 19) (36, 30) (2, 36) (16, 36) (23, 36) (32, 36) 
(1, 2) (1, 16) (1, 24) (1, 34) (4, 1) (13, 1) (25, 1) (31, 1) (2, 8) (2, 18) (2, 25) (2, 29) (1, 2) (11, 2) (20, 2) (34, 2) (3, 4) (3, 17) (3, 22) (3, 35) (5, 3) (14, 3) (24, 3) (32, 3) (4, 1) (4, 10) (4, 23) (4, 31) (3, 4) (12, 4) (27, 4) (33, 4) (5, 3) (5, 12) (5, 26) (5, 33) (7, 5) (17, 5) (19, 5) (36, 5) (6, 7) (6, 11) (6, 21) (6, 36) (9, 6) (16, 6) (23, 6) (35, 6) (7, 5) (7, 13) (7, 19) (7, 28) (6, 7) (15, 7) (22, 7) (29, 7) (8, 9) (8, 14) (8, 27) (8, 32) (2, 8) (18, 8) (21, 8) (30, 8) (9, 6) (9, 15) (9, 20) (9, 30) (8, 9) (10, 9) (26, 9) (28, 9) (10, 9) (10, 15) (10, 27) (10, 30) (4, 10) (18, 10) (26, 10) (33, 10) (11, 2) (11, 16) (11, 20) (11, 28) (6, 11) (12, 11) (19, 11) (34, 11) (12, 4) (12, 11) (12, 22) (12, 33) (5, 12) (15, 12) (25, 12) (28, 12) (13, 1) (13, 17) (13, 25) (13, 31) (7, 13) (16, 13) (24, 13) (36, 13) (14, 3) (14, 18) (14, 19) (14, 35) (8, 14) (17, 14) (22, 14) (32, 14) (15, 7) (15, 12) (15, 26) (15, 36) (9, 15) (10, 15) (21, 15) (29, 15) (16, 6) (16, 13) (16, 23) (16, 34) (1, 16) (11, 16) (20, 16) (31, 16) (17, 5) (17, 14) (17, 21) (17, 32) (3, 17) (13, 17) (27, 17) (35, 17) (18, 8) (18, 10) (18, 24) (18, 29) (2, 18) (14, 18) (23, 18) (30, 18) (19, 5) (19, 11) (19, 22) (19, 32) (7, 19) (14, 19) (23, 19) (35, 19) (20, 2) (20, 16) (20, 27) (20, 31) (9, 20) (11, 20) (25, 20) (32, 20) (21, 8) (21, 15) (21, 23) (21, 28) (6, 21) (17, 21) (24, 21) (36, 21) (22, 7) (22, 14) (22, 26) (22, 35) (3, 22) (12, 22) (19, 22) (33, 22) (23, 6) (23, 18) (23, 19) (23, 29) (4, 23) (16, 23) (21, 23) (28, 23) (24, 3) (24, 13) (24, 21) (24, 34) (1, 24) (18, 24) (27, 24) (30, 24) (25, 1) (25, 12) (25, 20) (25, 33) (2, 25) (13, 25) (26, 25) (34, 25) (26, 9) (26, 10) (26, 25) (26, 36) (5, 26) (15, 26) (22, 26) (29, 26) (27, 4) (27, 17) (27, 24) (27, 30) (8, 27) (10, 27) (20, 27) (31, 27) (28, 9) (28, 12) (28, 23) (28, 29) (7, 28) (11, 28) (21, 28) (31, 28) (29, 7) (29, 15) (29, 26) (29, 34) (2, 29) (18, 29) (23, 29) (28, 29) (30, 8) (30, 18) (30, 24) (30, 32) (9, 30) (10, 30) (27, 30) (36, 30) (31, 1) (31, 16) (31, 27) (31, 28) (4, 31) (13, 31) (20, 31) (35, 31) (32, 3) (32, 14) (32, 20) (32, 33) (8, 32) (17, 32) (19, 32) (30, 32) (33, 4) (33, 10) (33, 22) (33, 36) (5, 33) (12, 33) (25, 33) (32, 33) (34, 2) (34, 11) (34, 25) (34, 35) (1, 34) (16, 34) (24, 34) (29, 34) (35, 6) (35, 17) (35, 19) (35, 31) (3, 35) (14, 35) (22, 35) (34, 35) (36, 5) (36, 13) (36, 21) (36, 30) (6, 36) (15, 36) (26, 36) (33, 36) 
(1, 3) (1, 15) (1, 24) (1, 30) (7, 1) (16, 1) (27, 1) (32, 1) (2, 8) (2, 17) (2, 21) (2, 36) (4, 2) (12, 2) (22, 2) (30, 2) (3, 5) (3, 11) (3, 27) (3, 35) (1, 3) (18, 3) (25, 3) (28, 3) (4, 2) (4, 18) (4, 26) (4, 31) (8, 4) (10, 4) (20, 4) (33, 4) (5, 9) (5, 12) (5, 23) (5, 34) (3, 5) (13, 5) (24, 5) (29, 5) (6, 7) (6, 14) (6, 22) (6, 33) (9, 6) (15, 6) (21, 6) (31, 6) (7, 1) (7, 13) (7, 20) (7, 29) (6, 7) (11, 7) (23, 7) (36, 7) (8, 4) (8, 16) (8, 25) (8, 28) (2, 8) (14, 8) (19, 8) (35, 8) (9, 6) (9, 10) (9, 19) (9, 32) (5, 9) (17, 9) (26, 9) (34, 9) (10, 4) (10, 14) (10, 22) (10, 30) (9, 10) (12, 10) (21, 10) (32, 10) (11, 7) (11, 18) (11, 20) (11, 29) (3, 11) (15, 11) (27, 11) (35, 11) (12, 2) (12, 10) (12, 27) (12, 35) (5, 12) (14, 12) (23, 12) (33, 12) (13, 5) (13, 17) (13, 23) (13, 36) (7, 13) (16, 13) (26, 13) (30, 13) (14, 8) (14, 12) (14, 21) (14, 33) (6, 14) (10, 14) (24, 14) (28, 14) (15, 6) (15, 11) (15, 24) (15, 28) (1, 15) (18, 15) (25, 15) (29, 15) (16, 1) (16, 13) (16, 19) (16, 31) (8, 16) (17, 16) (20, 16) (36, 16) (17, 9) (17, 16) (17, 25) (17, 32) (2, 17) (13, 17) (22, 17) (34, 17) (18, 3) (18, 15) (18, 26) (18, 34) (4, 18) (11, 18) (19, 18) (31, 18) (19, 8) (19, 18) (19, 20) (19, 33) (9, 19) (16, 19) (23, 19) (30, 19) (20, 4) (20, 16) (20, 22) (20, 35) (7, 20) (11, 20) (19, 20) (32, 20) (21, 6) (21, 10) (21, 26) (21, 29) (2, 21) (14, 21) (27, 21) (34, 21) (22, 2) (22, 17) (22, 27) (22, 31) (6, 22) (10, 22) (20, 22) (36, 22) (23, 7) (23, 12) (23, 19) (23, 34) (5, 23) (13, 23) (24, 23) (31, 23) (24, 5) (24, 14) (24, 23) (24, 32) (1, 24) (15, 24) (25, 24) (35, 24) (25, 3) (25, 15) (25, 24) (25, 30) (8, 25) (17, 25) (26, 25) (33, 25) (26, 9) (26, 13) (26, 25) (26, 28) (4, 26) (18, 26) (21, 26) (29, 26) (27, 1) (27, 11) (27, 21) (27, 36) (3, 27) (12, 27) (22, 27) (28, 27) (28, 3) (28, 14) (28, 27) (28, 32) (8, 28) (15, 28) (26, 28) (36, 28) (29, 5) (29, 15) (29, 26) (29, 34) (7, 29) (11, 29) (21, 29) (32, 29) (30, 2) (30, 13) (30, 19) (30, 31) (1, 30) (10, 30) (25, 30) (33, 30) (31, 6) (31, 18) (31, 23) (31, 35) (4, 31) (16, 31) (22, 31) (30, 31) (32, 1) (32, 10) (32, 20) (32, 29) (9, 32) (17, 32) (24, 32) (28, 32) (33, 4) (33, 12) (33, 25) (33, 30) (6, 33) (14, 33) (19, 33) (35, 33) (34, 9) (34, 17) (34, 21) (34, 36) (5, 34) (18, 34) (23, 34) (29, 34) (35, 8) (35, 11) (35, 24) (35, 33) (3, 35) (12, 35) (20, 35) (31, 35) (36, 7) (36, 16) (36, 22) (36, 28) (2, 36) (13, 36) (27, 36) (34, 36) 
(1, 2) (1, 15) (1, 26) (1, 34) (8, 1) (18, 1) (23, 1) (32, 1) (2, 9) (2, 10) (2, 20) (2, 32) (1, 2) (13, 2) (21, 2) (34, 2) (3, 5) (3, 16) (3, 24) (3, 35) (9, 3) (15, 3) (22, 3) (36, 3) (4, 6) (4, 13) (4, 27) (4, 33) (7, 4) (17, 4) (25, 4) (28, 4) (5, 8) (5, 17) (5, 21) (5, 30) (3, 5) (14, 5) (19, 5) (33, 5) (6, 7) (6, 11) (6, 23) (6, 31) (4, 6) (10, 6) (24, 6) (30, 6) (7, 4) (7, 12) (7, 19) (7, 28) (6, 7) (11, 7) (27, 7) (29, 7) (8, 1) (8, 18) (8, 25) (8, 29) (5, 8) (12, 8) (20, 8) (31, 8) (9, 3) (9, 14) (9, 22) (9, 36) (2, 9) (16, 9) (26, 9) (35, 9) (10, 6) (10, 16) (10, 26) (10, 31) (2, 10) (14, 10) (25, 10) (35, 10) (11, 7) (11, 14) (11, 21) (11, 29) (6, 11) (13, 11) (20, 11) (36, 11) (12, 8) (12, 17) (12, 20) (12, 36) (7, 12) (15, 12) (19, 12) (31, 12) (13, 2) (13, 11) (13, 25) (13, 34) (4, 13) (17, 13) (24, 13) (28, 13) (14, 5) (14, 10) (14, 22) (14, 32) (9, 14) (11, 14) (23, 14) (29, 14) (15, 3) (15, 12) (15, 27) (15, 28) (1, 15) (18, 15) (26, 15) (30, 15) (16, 9) (16, 18) (16, 19) (16, 35) (3, 16) (10, 16) (21, 16) (32, 16) (17, 4) (17, 13) (17, 24) (17, 30) (5, 17) (12, 17) (27, 17) (33, 17) (18, 1) (18, 15) (18, 23) (18, 33) (8, 18) (16, 18) (22, 18) (34, 18) (19, 5) (19, 12) (19, 23) (19, 28) (7, 19) (16, 19) (24, 19) (30, 19) (20, 8) (20, 11) (20, 27) (20, 34) (2, 20) (12, 20) (22, 20) (31, 20) (21, 2) (21, 16) (21, 25) (21, 29) (5, 21) (11, 21) (23, 21) (36, 21) (22, 3) (22, 18) (22, 20) (22, 30) (9, 22) (14, 22) (26, 22) (32, 22) (23, 1) (23, 14) (23, 21) (23, 36) (6, 23) (18, 23) (19, 23) (33, 23) (24, 6) (24, 13) (24, 19) (24, 33) (3, 24) (17, 24) (27, 24) (35, 24) (25, 4) (25, 10) (25, 26) (25, 32) (8, 25) (13, 25) (21, 25) (29, 25) (26, 9) (26, 15) (26, 22) (26, 35) (1, 26) (10, 26) (25, 26) (28, 26) (27, 7) (27, 17) (27, 24) (27, 31) (4, 27) (15, 27) (20, 27) (34, 27) (28, 4) (28, 13) (28, 26) (28, 36) (7, 28) (15, 28) (19, 28) (34, 28) (29, 7) (29, 14) (29, 25) (29, 35) (8, 29) (11, 29) (21, 29) (31, 29) (30, 6) (30, 15) (30, 19) (30, 33) (5, 30) (17, 30) (22, 30) (32, 30) (31, 8) (31, 12) (31, 20) (31, 29) (6, 31) (10, 31) (27, 31) (33, 31) (32, 1) (32, 16) (32, 22) (32, 30) (2, 32) (14, 32) (25, 32) (35, 32) (33, 5) (33, 17) (33, 23) (33, 31) (4, 33) (18, 33) (24, 33) (30, 33) (34, 2) (34, 18) (34, 27) (34, 28) (1, 34) (13, 34) (20, 34) (36, 34) (35, 9) (35, 10) (35, 24) (35, 32) (3, 35) (16, 35) (26, 35) (29, 35) (36, 3) (36, 11) (36, 21) (36, 34) (9, 36) (12, 36) (23, 36) (28, 36) 
(1, 6) (1, 15) (1, 26) (1, 34) (8, 1) (12, 1) (20, 1) (30, 1) (2, 9) (2, 10) (2, 23) (2, 30) (3, 2) (18, 2) (22, 2) (35, 2) (3, 2) (3, 18) (3, 24) (3, 32) (9, 3) (17, 3) (19, 3) (29, 3) (4, 8) (4, 11) (4, 19) (4, 31) (5, 4) (16, 4) (21, 4) (34, 4) (5, 4) (5, 17) (5, 25) (5, 29) (7, 5) (14, 5) (26, 5) (28, 5) (6, 7) (6, 14) (6, 21) (6, 33) (1, 6) (10, 6) (23, 6) (31, 6) (7, 5) (7, 13) (7, 22) (7, 36) (6, 7) (11, 7) (24, 7) (33, 7) (8, 1) (8, 12) (8, 27) (8, 28) (4, 8) (13, 8) (25, 8) (36, 8) (9, 3) (9, 16) (9, 20) (9, 35) (2, 9) (15, 9) (27, 9) (32, 9) (10, 6) (10, 14) (10, 22) (10, 31) (2, 10) (18, 10) (23, 10) (28, 10) (11, 7) (11, 17) (11, 21) (11, 32) (4, 11) (13, 11) (24, 11) (30, 11) (12, 1) (12, 16) (12, 20) (12, 33) (8, 12) (14, 12) (26, 12) (29, 12) (13, 8) (13, 11) (13, 27) (13, 36) (7, 13) (15, 13) (25, 13) (35, 13) (14, 5) (14, 12) (14, 24) (14, 35) (6, 14) (10, 14) (19, 14) (33, 14) (15, 9) (15, 13) (15, 25) (15, 30) (1, 15) (17, 15) (27, 15) (34, 15) (16, 4) (16, 18) (16, 23) (16, 28) (9, 16) (12, 16) (20, 16) (36, 16) (17, 3) (17, 15) (17, 19) (17, 34) (5, 17) (11, 17) (22, 17) (32, 17) (18, 2) (18, 10) (18, 26) (18, 29) (3, 18) (16, 18) (21, 18) (31, 18) (19, 3) (19, 14) (19, 20) (19, 33) (4, 19) (17, 19) (27, 19) (35, 19) (20, 1) (20, 16) (20, 26) (20, 36) (9, 20) (12, 20) (19, 20) (29, 20) (21, 4) (21, 18) (21, 27) (21, 34) (6, 21) (11, 21) (24, 21) (28, 21) (22, 2) (22, 17) (22, 24) (22, 30) (7, 22) (10, 22) (25, 22) (32, 22) (23, 6) (23, 10) (23, 25) (23, 31) (2, 23) (16, 23) (26, 23) (30, 23) (24, 7) (24, 11) (24, 21) (24, 32) (3, 24) (14, 24) (22, 24) (31, 24) (25, 8) (25, 13) (25, 22) (25, 28) (5, 25) (15, 25) (23, 25) (34, 25) (26, 5) (26, 12) (26, 23) (26, 35) (1, 26) (18, 26) (20, 26) (33, 26) (27, 9) (27, 15) (27, 19) (27, 29) (8, 27) (13, 27) (21, 27) (36, 27) (28, 5) (28, 10) (28, 21) (28, 29) (8, 28) (16, 28) (25, 28) (31, 28) (29, 3) (29, 12) (29, 20) (29, 33) (5, 29) (18, 29) (27, 29) (28, 29) (30, 1) (30, 11) (30, 23) (30, 34) (2, 30) (15, 30) (22, 30) (36, 30) (31, 6) (31, 18) (31, 24) (31, 28) (4, 31) (10, 31) (23, 31) (33, 31) (32, 9) (32, 17) (32, 22) (32, 36) (3, 32) (11, 32) (24, 32) (35, 32) (33, 7) (33, 14) (33, 26) (33, 31) (6, 33) (12, 33) (19, 33) (29, 33) (34, 4) (34, 15) (34, 25) (34, 35) (1, 34) (17, 34) (21, 34) (30, 34) (35, 2) (35, 13) (35, 19) (35, 32) (9, 35) (14, 35) (26, 35) (34, 35) (36, 8) (36, 16) (36, 27) (36, 30) (7, 36) (13, 36) (20, 36) (32, 36) 
(1, 4) (1, 16) (1, 27) (1, 32) (7, 1) (18, 1) (22, 1) (34, 1) (2, 3) (2, 11) (2, 25) (2, 35) (8, 2) (13, 2) (21, 2) (30, 2) (3, 5) (3, 14) (3, 22) (3, 36) (2, 3) (11, 3) (27, 3) (33, 3) (4, 9) (4, 18) (4, 19) (4, 31) (1, 4) (14, 4) (20, 4) (35, 4) (5, 8) (5, 17) (5, 20) (5, 29) (3, 5) (16, 5) (19, 5) (32, 5) (6, 7) (6, 10) (6, 21) (6, 28) (9, 6) (15, 6) (24, 6) (31, 6) (7, 1) (7, 12) (7, 23) (7, 33) (6, 7) (17, 7) (25, 7) (28, 7) (8, 2) (8, 13) (8, 24) (8, 30) (5, 8) (12, 8) (26, 8) (29, 8) (9, 6) (9, 15) (9, 26) (9, 34) (4, 9) (10, 9) (23, 9) (36, 9) (10, 9) (10, 18) (10, 23) (10, 28) (6, 10) (11, 10) (27, 10) (35, 10) (11, 3) (11, 10) (11, 25) (11, 36) (2, 11) (12, 11) (24, 11) (28, 11) (12, 8) (12, 11) (12, 26) (12, 29) (7, 12) (15, 12) (20, 12) (33, 12) (13, 2) (13, 17) (13, 20) (13, 34) (8, 13) (14, 13) (21, 13) (30, 13) (14, 4) (14, 13) (14, 24) (14, 31) (3, 14) (16, 14) (23, 14) (32, 14) (15, 6) (15, 12) (15, 22) (15, 30) (9, 15) (17, 15) (19, 15) (34, 15) (16, 5) (16, 14) (16, 27) (16, 32) (1, 16) (18, 16) (22, 16) (29, 16) (17, 7) (17, 15) (17, 21) (17, 35) (5, 17) (13, 17) (26, 17) (36, 17) (18, 1) (18, 16) (18, 19) (18, 33) (4, 18) (10, 18) (25, 18) (31, 18) (19, 5) (19, 15) (19, 25) (19, 30) (4, 19) (18, 19) (24, 19) (33, 19) (20, 4) (20, 12) (20, 21) (20, 29) (5, 20) (13, 20) (26, 20) (31, 20) (21, 2) (21, 13) (21, 23) (21, 34) (6, 21) (17, 21) (20, 21) (36, 21) (22, 1) (22, 16) (22, 27) (22, 35) (3, 22) (15, 22) (25, 22) (32, 22) (23, 9) (23, 14) (23, 24) (23, 32) (7, 23) (10, 23) (21, 23) (28, 23) (24, 6) (24, 11) (24, 19) (24, 33) (8, 24) (14, 24) (23, 24) (30, 24) (25, 7) (25, 18) (25, 22) (25, 36) (2, 25) (11, 25) (19, 25) (34, 25) (26, 8) (26, 17) (26, 20) (26, 28) (9, 26) (12, 26) (27, 26) (29, 26) (27, 3) (27, 10) (27, 26) (27, 31) (1, 27) (16, 27) (22, 27) (35, 27) (28, 7) (28, 11) (28, 23) (28, 35) (6, 28) (10, 28) (26, 28) (36, 28) (29, 8) (29, 16) (29, 26) (29, 31) (5, 29) (12, 29) (20, 29) (34, 29) (30, 2) (30, 13) (30, 24) (30, 32) (8, 30) (15, 30) (19, 30) (33, 30) (31, 6) (31, 18) (31, 20) (31, 33) (4, 31) (14, 31) (27, 31) (29, 31) (32, 5) (32, 14) (32, 22) (32, 36) (1, 32) (16, 32) (23, 32) (30, 32) (33, 3) (33, 12) (33, 19) (33, 30) (7, 33) (18, 33) (24, 33) (31, 33) (34, 1) (34, 15) (34, 25) (34, 29) (9, 34) (13, 34) (21, 34) (35, 34) (35, 4) (35, 10) (35, 27) (35, 34) (2, 35) (17, 35) (22, 35) (28, 35) (36, 9) (36, 17) (36, 21) (36, 28) (3, 36) (11, 36) (25, 36) (32, 36) 
(1, 4) (1, 16) (1, 23) (1, 32) (2, 1) (10, 1) (20, 1) (34, 1) (2, 1) (2, 13) (2, 19) (2, 34) (9, 2) (12, 2) (23, 2) (30, 2) (3, 9) (3, 15) (3, 20) (3, 28) (5, 3) (11, 3) (22, 3) (29, 3) (4, 7) (4, 17) (4, 27) (4, 31) (1, 4) (13, 4) (21, 4) (33, 4) (5, 3) (5, 12) (5, 26) (5, 29) (8, 5) (16, 5) (24, 5) (35, 5) (6, 8) (6, 11) (6, 21) (6, 33) (7, 6) (14, 6) (27, 6) (31, 6) (7, 6) (7, 14) (7, 22) (7, 36) (4, 7) (15, 7) (26, 7) (28, 7) (8, 5) (8, 18) (8, 25) (8, 35) (6, 8) (17, 8) (19, 8) (36, 8) (9, 2) (9, 10) (9, 24) (9, 30) (3, 9) (18, 9) (25, 9) (32, 9) (10, 1) (10, 14) (10, 27) (10, 29) (9, 10) (12, 10) (21, 10) (32, 10) (11, 3) (11, 12) (11, 25) (11, 28) (6, 11) (17, 11) (20, 11) (36, 11) (12, 2) (12, 10) (12, 23) (12, 30) (5, 12) (11, 12) (19, 12) (35, 12) (13, 4) (13, 16) (13, 19) (13, 33) (2, 13) (14, 13) (27, 13) (31, 13) (14, 6) (14, 13) (14, 24) (14, 31) (7, 14) (10, 14) (26, 14) (29, 14) (15, 7) (15, 18) (15, 22) (15, 35) (3, 15) (16, 15) (25, 15) (33, 15) (16, 5) (16, 15) (16, 21) (16, 34) (1, 16) (13, 16) (24, 16) (30, 16) (17, 8) (17, 11) (17, 20) (17, 32) (4, 17) (18, 17) (22, 17) (28, 17) (18, 9) (18, 17) (18, 26) (18, 36) (8, 18) (15, 18) (23, 18) (34, 18) (19, 8) (19, 12) (19, 24) (19, 31) (2, 19) (13, 19) (22, 19) (35, 19) (20, 1) (20, 11) (20, 25) (20, 34) (3, 20) (17, 20) (26, 20) (30, 20) (21, 4) (21, 10) (21, 27) (21, 28) (6, 21) (16, 21) (25, 21) (34, 21) (22, 3) (22, 17) (22, 19) (22, 33) (7, 22) (15, 22) (24, 22) (29, 22) (23, 2) (23, 18) (23, 26) (23, 36) (1, 23) (12, 23) (27, 23) (28, 23) (24, 5) (24, 16) (24, 22) (24, 32) (9, 24) (14, 24) (19, 24) (33, 24) (25, 9) (25, 15) (25, 21) (25, 35) (8, 25) (11, 25) (20, 25) (36, 25) (26, 7) (26, 14) (26, 20) (26, 29) (5, 26) (18, 26) (23, 26) (32, 26) (27, 6) (27, 13) (27, 23) (27, 30) (4, 27) (10, 27) (21, 27) (31, 27) (28, 7) (28, 17) (28, 23) (28, 32) (3, 28) (11, 28) (21, 28) (36, 28) (29, 3) (29, 14) (29, 22) (29, 35) (5, 29) (10, 29) (26, 29) (31, 29) (30, 2) (30, 16) (30, 20) (30, 34) (9, 30) (12, 30) (27, 30) (32, 30) (31, 6) (31, 13) (31, 27) (31, 29) (4, 31) (14, 31) (19, 31) (33, 31) (32, 9) (32, 10) (32, 26) (32, 30) (1, 32) (17, 32) (24, 32) (28, 32) (33, 4) (33, 15) (33, 24) (33, 31) (6, 33) (13, 33) (22, 33) (34, 33) (34, 1) (34, 18) (34, 21) (34, 33) (2, 34) (16, 34) (20, 34) (30, 34) (35, 5) (35, 12) (35, 19) (35, 36) (8, 35) (15, 35) (25, 35) (29, 35) (36, 8) (36, 11) (36, 25) (36, 28) (7, 36) (18, 36) (23, 36) (35, 36) 
(1, 4) (1, 10) (1, 23) (1, 34) (5, 1) (14, 1) (19, 1) (35, 1) (2, 8) (2, 11) (2, 27) (2, 28) (9, 2) (17, 2) (24, 2) (32, 2) (3, 9) (3, 13) (3, 26) (3, 35) (4, 3) (18, 3) (20, 3) (33, 3) (4, 3) (4, 17) (4, 25) (4, 31) (1, 4) (15, 4) (22, 4) (28, 4) (5, 1) (5, 12) (5, 20) (5, 32) (7, 5) (10, 5) (23, 5) (36, 5) (6, 7) (6, 14) (6, 21) (6, 33) (8, 6) (16, 6) (27, 6) (29, 6) (7, 5) (7, 16) (7, 24) (7, 36) (6, 7) (12, 7) (26, 7) (30, 7) (8, 6) (8, 18) (8, 22) (8, 30) (2, 8) (11, 8) (25, 8) (31, 8) (9, 2) (9, 15) (9, 19) (9, 29) (3, 9) (13, 9) (21, 9) (34, 9) (10, 5) (10, 14) (10, 27) (10, 32) (1, 10) (17, 10) (22, 10) (28, 10) (11, 8) (11, 13) (11, 24) (11, 28) (2, 11) (16, 11) (26, 11) (32, 11) (12, 7) (12, 17) (12, 20) (12, 34) (5, 12) (15, 12) (24, 12) (36, 12) (13, 9) (13, 16) (13, 25) (13, 31) (3, 13) (11, 13) (27, 13) (34, 13) (14, 1) (14, 18) (14, 26) (14, 30) (6, 14) (10, 14) (21, 14) (29, 14) (15, 4) (15, 12) (15, 19) (15, 35) (9, 15) (18, 15) (20, 15) (30, 15) (16, 6) (16, 11) (16, 23) (16, 36) (7, 16) (13, 16) (25, 16) (35, 16) (17, 2) (17, 10) (17, 22) (17, 29) (4, 17) (12, 17) (23, 17) (33, 17) (18, 3) (18, 15) (18, 21) (18, 33) (8, 18) (14, 18) (19, 18) (31, 18) (19, 1) (19, 18) (19, 26) (19, 28) (9, 19) (15, 19) (22, 19) (32, 19) (20, 3) (20, 15) (20, 22) (20, 36) (5, 20) (12, 20) (25, 20) (29, 20) (21, 9) (21, 14) (21, 23) (21, 29) (6, 21) (18, 21) (26, 21) (36, 21) (22, 4) (22, 10) (22, 19) (22, 35) (8, 22) (17, 22) (20, 22) (30, 22) (23, 5) (23, 17) (23, 24) (23, 31) (1, 23) (16, 23) (21, 23) (28, 23) (24, 2) (24, 12) (24, 27) (24, 32) (7, 24) (11, 24) (23, 24) (34, 24) (25, 8) (25, 16) (25, 20) (25, 33) (4, 25) (13, 25) (27, 25) (31, 25) (26, 7) (26, 11) (26, 21) (26, 30) (3, 26) (14, 26) (19, 26) (33, 26) (27, 6) (27, 13) (27, 25) (27, 34) (2, 27) (10, 27) (24, 27) (35, 27) (28, 4) (28, 10) (28, 23) (28, 34) (2, 28) (11, 28) (19, 28) (35, 28) (29, 6) (29, 14) (29, 20) (29, 31) (9, 29) (17, 29) (21, 29) (34, 29) (30, 7) (30, 15) (30, 22) (30, 36) (8, 30) (14, 30) (26, 30) (33, 30) (31, 8) (31, 18) (31, 25) (31, 33) (4, 31) (13, 31) (23, 31) (29, 31) (32, 2) (32, 11) (32, 19) (32, 35) (5, 32) (10, 32) (24, 32) (36, 32) (33, 3) (33, 17) (33, 26) (33, 30) (6, 33) (18, 33) (25, 33) (31, 33) (34, 9) (34, 13) (34, 24) (34, 29) (1, 34) (12, 34) (27, 34) (28, 34) (35, 1) (35, 16) (35, 27) (35, 28) (3, 35) (15, 35) (22, 35) (32, 35) (36, 5) (36, 12) (36, 21) (36, 32) (7, 36) (16, 36) (20, 36) (30, 36) 
